id,cigaretterelated_smoke1_count,cigaretterelated_smoke1_mean,cigaretterelated_smoke1_sum,cigaretterelated_smoke2_count,cigaretterelated_smoke2_mean,cigaretterelated_smoke2_sum,cigaretterelated_smoke3_count,cigaretterelated_smoke3_mean,cigaretterelated_smoke3_sum,cigarette_smoke1_count,cigarette_smoke1_mean,cigarette_smoke1_sum,cigarette_smoke2_count,cigarette_smoke2_mean,cigarette_smoke2_sum,cigarette_smoke3_count,cigarette_smoke3_mean,cigarette_smoke3_sum,cigarette_smoke4_count,cigarette_smoke4_mean,cigarette_smoke4_sum,ecigarette_vape1_count,ecigarette_vape1_mean,ecigarette_vape1_sum,ecigarette_vape2_count,ecigarette_vape2_mean,ecigarette_vape2_sum,ecigarette_vape3_count,ecigarette_vape3_mean,ecigarette_vape3_sum,ecigarette_vape4_count,ecigarette_vape4_mean,ecigarette_vape4_sum,ecigarette_novape1_count,ecigarette_novape1_mean,ecigarette_novape1_sum,ecigarette_novape2_count,ecigarette_novape2_mean,ecigarette_novape2_sum,ecigarette_novape3_count,ecigarette_novape3_mean,ecigarette_novape3_sum,ecigarette_novape4_count,ecigarette_novape4_mean,ecigarette_novape4_sum,ecigaretterelated_vape1_count,ecigaretterelated_vape1_mean,ecigaretterelated_vape1_sum,ecigaretterelated_vape2_count,ecigaretterelated_vape2_mean,ecigaretterelated_vape2_sum,ecigaretterelated_vape3_count,ecigaretterelated_vape3_mean,ecigaretterelated_vape3_sum,ecigaretterelated_vape4_count,ecigaretterelated_vape4_mean,ecigaretterelated_vape4_sum,ecigaretterelated_novape1_count,ecigaretterelated_novape1_mean,ecigaretterelated_novape1_sum,ecigaretterelated_novape2_count,ecigaretterelated_novape2_mean,ecigaretterelated_novape2_sum,ecigaretterelated_novape3_count,ecigaretterelated_novape3_mean,ecigaretterelated_novape3_sum,ecigaretterelated_novape4_count,ecigaretterelated_novape4_mean,ecigaretterelated_novape4_sum,handobject_vape1_count,handobject_vape1_mean,handobject_vape1_sum,handobject_vape2_count,handobject_vape2_mean,handobject_vape2_sum,handobject_vape3_count,handobject_vape3_mean,handobject_vape3_sum,handobject_vape4_count,handobject_vape4_mean,handobject_vape4_sum,handobject_novape1_count,handobject_novape1_mean,handobject_novape1_sum,handobject_novape2_count,handobject_novape2_mean,handobject_novape2_sum,handobject_novape3_count,handobject_novape3_mean,handobject_novape3_sum,handobject_novape4_count,handobject_novape4_mean,handobject_novape4_sum,handobject_sports1_count,handobject_sports1_mean,handobject_sports1_sum,handobject_sports2_count,handobject_sports2_mean,handobject_sports2_sum,handobject_sports3_count,handobject_sports3_mean,handobject_sports3_sum,handobject_sports4_count,handobject_sports4_mean,handobject_sports4_sum,handobject_smoke1_count,handobject_smoke1_mean,handobject_smoke1_sum,handobject_smoke2_count,handobject_smoke2_mean,handobject_smoke2_sum,handobject_smoke3_count,handobject_smoke3_mean,handobject_smoke3_sum,handobject_smoke4_count,handobject_smoke4_mean,handobject_smoke4_sum,nonuserface_vape1_count,nonuserface_vape1_mean,nonuserface_vape1_sum,nonuserface_vape2_count,nonuserface_vape2_mean,nonuserface_vape2_sum,nonuserface_vape3_count,nonuserface_vape3_mean,nonuserface_vape3_sum,nonuserface_vape4_count,nonuserface_vape4_mean,nonuserface_vape4_sum,nonuserface_novape1_count,nonuserface_novape1_mean,nonuserface_novape1_sum,nonuserface_novape2_count,nonuserface_novape2_mean,nonuserface_novape2_sum,nonuserface_novape3_count,nonuserface_novape3_mean,nonuserface_novape3_sum,nonuserface_novape4_count,nonuserface_novape4_mean,nonuserface_novape4_sum,nonuserface_sports1_count,nonuserface_sports1_mean,nonuserface_sports1_sum,nonuserface_sports2_count,nonuserface_sports2_mean,nonuserface_sports2_sum,nonuserface_sports3_count,nonuserface_sports3_mean,nonuserface_sports3_sum,nonuserface_sports4_count,nonuserface_sports4_mean,nonuserface_sports4_sum,nonuserface_smoke1_count,nonuserface_smoke1_mean,nonuserface_smoke1_sum,nonuserface_smoke2_count,nonuserface_smoke2_mean,nonuserface_smoke2_sum,nonuserface_smoke4_count,nonuserface_smoke4_mean,nonuserface_smoke4_sum,smoke_smoke1_count,smoke_smoke1_mean,smoke_smoke1_sum,smoke_smoke2_count,smoke_smoke2_mean,smoke_smoke2_sum,smoke_smoke3_count,smoke_smoke3_mean,smoke_smoke3_sum,smoke_smoke4_count,smoke_smoke4_mean,smoke_smoke4_sum,smokerface_smoke1_count,smokerface_smoke1_mean,smokerface_smoke1_sum,smokerface_smoke2_count,smokerface_smoke2_mean,smokerface_smoke2_sum,smokerface_smoke3_count,smokerface_smoke3_mean,smokerface_smoke3_sum,smokerface_smoke4_count,smokerface_smoke4_mean,smokerface_smoke4_sum,text_vape1_count,text_vape1_mean,text_vape1_sum,text_vape2_count,text_vape2_mean,text_vape2_sum,text_vape3_count,text_vape3_mean,text_vape3_sum,text_vape4_count,text_vape4_mean,text_vape4_sum,text_novape1_count,text_novape1_mean,text_novape1_sum,text_novape2_count,text_novape2_mean,text_novape2_sum,text_novape3_count,text_novape3_mean,text_novape3_sum,text_novape4_count,text_novape4_mean,text_novape4_sum,text_sports1_count,text_sports1_mean,text_sports1_sum,text_sports2_count,text_sports2_mean,text_sports2_sum,text_sports3_count,text_sports3_mean,text_sports3_sum,text_smoke1_count,text_smoke1_mean,text_smoke1_sum,text_smoke2_count,text_smoke2_mean,text_smoke2_sum,text_smoke3_count,text_smoke3_mean,text_smoke3_sum,text_smoke4_count,text_smoke4_mean,text_smoke4_sum,vapor_vape1_count,vapor_vape1_mean,vapor_vape1_sum,vapor_vape2_count,vapor_vape2_mean,vapor_vape2_sum,vapor_vape3_count,vapor_vape3_mean,vapor_vape3_sum,vapor_vape4_count,vapor_vape4_mean,vapor_vape4_sum,vaperface_vape1_count,vaperface_vape1_mean,vaperface_vape1_sum,vaperface_vape2_count,vaperface_vape2_mean,vaperface_vape2_sum,vaperface_vape3_count,vaperface_vape3_mean,vaperface_vape3_sum,vaperface_vape4_count,vaperface_vape4_mean,vaperface_vape4_sum,vaperface_novape1_count,vaperface_novape1_mean,vaperface_novape1_sum,vaperface_novape2_count,vaperface_novape2_mean,vaperface_novape2_sum,vaperface_novape3_count,vaperface_novape3_mean,vaperface_novape3_sum,vaperface_novape4_count,vaperface_novape4_mean,vaperface_novape4_sum
P087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.16,1.62,5,0.28,1.4,1,0.01,0.01,1,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.16,2.54,22,0.44,9.68,21,0.34,7.14,23,0.38,8.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.72,3.58,3,1.05,3.15,12,0.63,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P088,0,0,0,1,0.19,0.19,3,2.05,6.16,1,0.09,0.09,1,0.14,0.14,3,0.16,0.48,2,0.19,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.55,1.1,1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.54,7.08,8,1.45,11.61,2,0.12,0.23,6,0.36,2.16,1,0.18,0.18,12,0.15,1.76,10,0.59,5.87,2,0.35,0.71,6,1.15,6.87,11,0.82,9.02,13,0.49,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.45,2.91,7,0.46,3.23,4,1.29,5.17,3,0.17,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.11,0.45,14,0.23,3.27,14,0.23,3.16,7,0.25,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.28,0.85,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43,0.43,2,0.23,0.47,4,0.42,1.67,3,0.66,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.88,7.53,5,0.74,3.7,4,1.67,6.69,1,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.68,2.04,3,0.36,1.09,5,0.44,2.19,4,0.35,1.39
P091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06,0.11,4,0.28,1.12,4,0.22,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.99,2.98,5,0.14,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P092,0,0,0,1,0.05,0.05,3,1.86,5.58,0,0,0,0,0,0,3,0.27,0.81,6,0.12,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.41,0.41,2,0.18,0.37,1,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.91,12.8,9,1.59,14.35,2,0.58,1.16,4,0.5,1.99,0,0,0,5,0.35,1.76,15,0.58,8.76,2,0.53,1.05,3,0.85,2.55,8,1.07,8.59,8,1.34,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.28,0.85,7,0.59,4.13,5,1.14,5.71,2,0.23,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.64,1.91,5,0.19,0.93,1,0.11,0.11,4,0.37,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.05,0,0,0,1,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.59,0.59,1,0.47,0.47,2,0.36,0.72,2,0.68,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.25,6.26,8,0.62,4.94,10,0.69,6.9,2,1.56,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.46,2.92,3,0.48,1.44,3,1,2.99,3,0.81,2.44,3,0.77,2.31,3,0.27,0.82,2,0.39,0.79,6,0.22,1.34,0,0,0,0,0,0,0,0,0,0,0,0
P094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09,0.28,11,0.26,2.86,1,0.29,0.29,7,0.39,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.19,0.38,0,0,0,1,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.28,1,0.28,0.28,2,0.8,1.61,2,1.06,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.68,4.74,5,1.03,5.16,6,0.86,5.15,1,2.77,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.03,2.06,5,0.41,2.04,4,0.86,3.43,8,0.42,3.34,3,0.36,1.07,2,0.18,0.36,4,0.2,0.81,10,0.42,4.23,0,0,0,0,0,0,0,0,0,0,0,0
P095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.35,2.08,11,0.14,1.58,14,0.17,2.35,8,0.15,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.31,2,0.22,0.43,4,0.34,1.35,2,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.6,4.78,8,0.68,5.46,15,0.4,5.95,4,0.49,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,2.32,0,0,0,2,0.11,0.22,3,0.31,0.93
P096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.14,0.55,0,0,0,0,0,0,0,0,0
P097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.13,1.66,4,0.01,0.04,1,0.01,0.01,2,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.23,3.42,23,0.52,12.02,17,0.45,7.57,22,0.49,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.43,3.41,3,0.8,2.41,8,0.91,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01,0.04,1,0.01,0.01,2,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.38,7.26,12,0.44,5.29,14,0.32,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.16,3.47,9,0.64,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P099,1,0.51,0.51,0,0,0,3,2.07,6.2,1,0.1,0.1,0,0,0,1,0.1,0.1,2,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.04,1,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.72,13.73,6,2.4,14.41,2,0.35,0.7,2,0.26,0.51,1,0.02,0.02,4,0.38,1.53,14,0.38,5.33,3,0.33,0.98,2,1.31,2.62,10,0.68,6.84,14,0.59,8.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.6,3.61,3,1.72,5.17,3,1.47,4.4,2,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.25,2,4,0.09,0.35,5,0.2,1,9,0.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07,1.07,2,1.23,2.45,1,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.42,4.66,8,0.7,5.63,9,0.56,5,1,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.37,2.73,2,0.56,1.11,4,0.56,2.23,4,0.48,1.92,2,1.14,2.28,1,1.23,1.23,4,0.28,1.1,5,0.6,3.01,0,0,0,0,0,0,0,0,0,0,0,0
P101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.15,1.05,1,0,0,0,0,0,4,0.11,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.2,3.04,25,0.38,9.44,14,0.49,6.89,25,0.35,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.06,6.36,3,0.48,1.44,9,0.71,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.19,1.13,5,0.08,0.4,1,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.23,4.62,22,0.47,10.4,21,0.32,6.68,22,0.49,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.76,4.57,2,0.96,1.92,10,0.77,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.66,2.65,10,0.38,3.81,3,0.76,2.27,3,0.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.4,2,0.5,0.99,2,1.21,2.43,2,0.68,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.82,3.28,8,0.6,4.8,3,2.51,7.54,4,0.77,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.89,3.54,6,0.31,1.89,5,0.39,1.96,1,0.48,0.48
P108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.61,1.82,4,0.33,1.32,1,0.03,0.03,5,0.29,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.18,1,0.88,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.24,2.42,9,0.57,5.17,10,0.5,5.03,2,1.74,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.64,1.92,1,0.5,0.5,5,0.27,1.35,6,0.33,1.96,3,0.54,1.61,1,0.55,0.55,1,0.67,0.67,2,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0
P109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.12,1.47,7,0.03,0.19,4,0.06,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.21,2.78,25,0.47,11.76,25,0.31,7.66,20,0.32,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.31,1.25,2,0.81,1.61,8,0.52,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
